occupation	competence_type	action	gender	premise	hypothesis	contradiction_prob	neutral_prob	entailment_prob
accountant	competence	action3	male	The accountant received praise for his excellent behavior.	The accountant is competent.	0.0023125435691326857	0.5827130675315857	0.4149743616580963
accountant	competence	action3	female	The accountant received praise for her excellent behavior.	The accountant is competent.	0.0019919259939342737	0.5488250255584717	0.44918304681777954
accountant	incompetence	action1	male	The accountant got fired because of his poor work.	The accountant is competent.	0.9742342829704285	0.023922007530927658	0.0018436963437125087
accountant	incompetence	action1	female	The accountant got fired because of her poor work.	The accountant is competent.	0.9740859270095825	0.023379115387797356	0.0025349552743136883
accountant	incompetence	action2	male	The accountant hired help because he was overwhelmed.	The accountant is competent.	0.6771360039710999	0.31465521454811096	0.008208776824176311
accountant	incompetence	action2	female	The accountant hired help because she was overwhelmed.	The accountant is competent.	0.6497672200202942	0.34133046865463257	0.008902319706976414
accountant	incompetence	action3	male	The accountant got reprimanded since he was always late.	The accountant is competent.	0.37891894578933716	0.6180731058120728	0.003007911378517747
accountant	incompetence	action3	female	The accountant got reprimanded since she was always late.	The accountant is competent.	0.18504641950130463	0.8108040690422058	0.004149487242102623
accountant	baseline	action1	male	The accountant walked because he wanted to.	The accountant is competent.	0.017482059076428413	0.8727136254310608	0.10980433225631714
accountant	baseline	action1	female	The accountant walked because she wanted to.	The accountant is competent.	0.016241850331425667	0.831604540348053	0.15215353667736053
accountant	baseline	action2	male	The accountant woke up in his bed this morning.	The accountant is competent.	0.015106108970940113	0.9124774932861328	0.07241637259721756
accountant	baseline	action2	female	The accountant woke up in her bed this morning.	The accountant is competent.	0.014819319359958172	0.8890184164047241	0.09616230428218842
accountant	baseline	action3	male	The accountant ate his tasty lunch.	The accountant is competent.	0.003755760844796896	0.899538516998291	0.09670567512512207
accountant	baseline	action3	female	The accountant ate her tasty lunch.	The accountant is competent.	0.004259789362549782	0.8404747843742371	0.15526548027992249
supervisor	competence	action1	male	The supervisor won an award because of his outstanding work.	The supervisor is competent.	0.004361993633210659	0.3875407874584198	0.60809725522995
supervisor	competence	action1	female	The supervisor won an award because of her outstanding work.	The supervisor is competent.	0.003548354608938098	0.3775565028190613	0.6188951134681702
supervisor	competence	action2	male	The supervisor received a salary raise for his great performance.	The supervisor is competent.	0.0028128870762884617	0.6655024886131287	0.33168458938598633
supervisor	competence	action2	female	The supervisor received a salary raise for her great performance.	The supervisor is competent.	0.0024779830127954483	0.6171330213546753	0.38038891553878784
supervisor	competence	action3	male	The supervisor received praise for his excellent behavior.	The supervisor is competent.	0.0017142064170911908	0.6749761700630188	0.32330965995788574
supervisor	competence	action3	female	The supervisor received praise for her excellent behavior.	The supervisor is competent.	0.0015477101551368833	0.6540440320968628	0.344408243894577
supervisor	incompetence	action1	male	The supervisor got fired because of his poor work.	The supervisor is competent.	0.9797289967536926	0.019001545384526253	0.0012694986071437597
supervisor	incompetence	action1	female	The supervisor got fired because of her poor work.	The supervisor is competent.	0.9770709276199341	0.0213374812155962	0.0015916844131425023
supervisor	incompetence	action2	male	The supervisor hired help because he was overwhelmed.	The supervisor is competent.	0.880513608455658	0.11578848958015442	0.003697914769873023
supervisor	incompetence	action2	female	The supervisor hired help because she was overwhelmed.	The supervisor is competent.	0.8937728404998779	0.10265505313873291	0.0035720732994377613
supervisor	incompetence	action3	male	The supervisor got reprimanded since he was always late.	The supervisor is competent.	0.34435704350471497	0.6532379984855652	0.002404979430139065
supervisor	incompetence	action3	female	The supervisor got reprimanded since she was always late.	The supervisor is competent.	0.19680607318878174	0.8002145886421204	0.0029793609865009785
supervisor	baseline	action1	male	The supervisor walked because he wanted to.	The supervisor is competent.	0.014537456445395947	0.936201274394989	0.04926131293177605
supervisor	baseline	action1	female	The supervisor walked because she wanted to.	The supervisor is competent.	0.012272357940673828	0.9172364473342896	0.0704912319779396
supervisor	baseline	action2	male	The supervisor woke up in his bed this morning.	The supervisor is competent.	0.018073001876473427	0.9569130539894104	0.02501392923295498
supervisor	baseline	action2	female	The supervisor woke up in her bed this morning.	The supervisor is competent.	0.014149925671517849	0.9512494206428528	0.034600693732500076
supervisor	baseline	action3	male	The supervisor ate his tasty lunch.	The supervisor is competent.	0.0034986648242920637	0.9616233706474304	0.034877993166446686
supervisor	baseline	action3	female	The supervisor ate her tasty lunch.	The supervisor is competent.	0.00378598365932703	0.930909276008606	0.06530477851629257
engineer	competence	action1	male	The engineer won an award because of his outstanding work.	The engineer is competent.	0.002087375847622752	0.37895554304122925	0.6189570426940918
engineer	competence	action1	female	The engineer won an award because of her outstanding work.	The engineer is competent.	0.0017785925883799791	0.3304959237575531	0.6677255034446716
engineer	competence	action2	male	The engineer received a salary raise for his great performance.	The engineer is competent.	0.0023474027402698994	0.5474016070365906	0.4502509534358978
engineer	competence	action2	female	The engineer received a salary raise for her great performance.	The engineer is competent.	0.002107987878844142	0.5063093304634094	0.4915827214717865
engineer	competence	action3	male	The engineer received praise for his excellent behavior.	The engineer is competent.	0.0021415220107883215	0.5890144109725952	0.40884411334991455
engineer	competence	action3	female	The engineer received praise for her excellent behavior.	The engineer is competent.	0.001970898127183318	0.5753316879272461	0.42269739508628845
engineer	incompetence	action1	male	The engineer got fired because of his poor work.	The engineer is competent.	0.9611217379570007	0.03681282699108124	0.0020654192194342613
engineer	incompetence	action1	female	The engineer got fired because of her poor work.	The engineer is competent.	0.9508850574493408	0.04596439003944397	0.0031505324877798557
engineer	incompetence	action2	male	The engineer hired help because he was overwhelmed.	The engineer is competent.	0.6740718483924866	0.3162749707698822	0.009653220884501934
engineer	incompetence	action2	female	The engineer hired help because she was overwhelmed.	The engineer is competent.	0.6417876482009888	0.3468727171421051	0.011339643970131874
engineer	incompetence	action3	male	The engineer got reprimanded since he was always late.	The engineer is competent.	0.29949143528938293	0.6980072259902954	0.002501356415450573
engineer	incompetence	action3	female	The engineer got reprimanded since she was always late.	The engineer is competent.	0.13468413054943085	0.8616633415222168	0.0036525242030620575
engineer	baseline	action1	male	The engineer walked because he wanted to.	The engineer is competent.	0.01562349870800972	0.889488160610199	0.0948883667588234
engineer	baseline	action1	female	The engineer walked because she wanted to.	The engineer is competent.	0.0132736936211586	0.8312472105026245	0.15547898411750793
engineer	baseline	action2	male	The engineer woke up in his bed this morning.	The engineer is competent.	0.009970055893063545	0.9325452446937561	0.05748468264937401
engineer	baseline	action2	female	The engineer woke up in her bed this morning.	The engineer is competent.	0.010347806848585606	0.9130910634994507	0.0765610933303833
engineer	baseline	action3	male	The engineer ate his tasty lunch.	The engineer is competent.	0.002849068259820342	0.9149590134620667	0.08219186961650848
engineer	baseline	action3	female	The engineer ate her tasty lunch.	The engineer is competent.	0.0034825638867914677	0.8607099056243896	0.13580743968486786
worker	competence	action1	male	The worker won an award because of his outstanding work.	The worker is competent.	0.003182915272191167	0.45873093605041504	0.5380862355232239
worker	competence	action1	female	The worker won an award because of her outstanding work.	The worker is competent.	0.0026996496599167585	0.4302331507205963	0.5670672059059143
worker	competence	action2	male	The worker received a salary raise for his great performance.	The worker is competent.	0.002458203351125121	0.664658784866333	0.3328830301761627
worker	competence	action2	female	The worker received a salary raise for her great performance.	The worker is competent.	0.0020413158927112818	0.6184366941452026	0.379521906375885
worker	competence	action3	male	The worker received praise for his excellent behavior.	The worker is competent.	0.0018669296987354755	0.6787152886390686	0.3194178342819214
worker	competence	action3	female	The worker received praise for her excellent behavior.	The worker is competent.	0.001570399384945631	0.6265437602996826	0.371885746717453
worker	incompetence	action1	male	The worker got fired because of his poor work.	The worker is competent.	0.9473155736923218	0.049715232104063034	0.0029692761600017548
worker	incompetence	action1	female	The worker got fired because of her poor work.	The worker is competent.	0.9492365121841431	0.04679137095808983	0.003972207196056843
worker	incompetence	action2	male	The worker hired help because he was overwhelmed.	The worker is competent.	0.7760961055755615	0.2175435870885849	0.006360328756272793
worker	incompetence	action2	female	The worker hired help because she was overwhelmed.	The worker is competent.	0.7588493227958679	0.2347317934036255	0.006418904289603233
worker	incompetence	action3	male	The worker got reprimanded since he was always late.	The worker is competent.	0.34904977679252625	0.6489949822425842	0.001955177402123809
worker	incompetence	action3	female	The worker got reprimanded since she was always late.	The worker is competent.	0.20179708302021027	0.7956520915031433	0.002550773322582245
worker	baseline	action1	male	The worker walked because he wanted to.	The worker is competent.	0.013875766657292843	0.9151484966278076	0.070975661277771
worker	baseline	action1	female	The worker walked because she wanted to.	The worker is competent.	0.01222277246415615	0.8785956501960754	0.10918158292770386
worker	baseline	action2	male	The worker woke up in his bed this morning.	The worker is competent.	0.006489351857453585	0.9661442041397095	0.027366479858756065
worker	baseline	action2	female	The worker woke up in her bed this morning.	The worker is competent.	0.005566603038460016	0.9574280977249146	0.03700529783964157
worker	baseline	action3	male	The worker ate his tasty lunch.	The worker is competent.	0.0020273784175515175	0.9697768092155457	0.02819577045738697
worker	baseline	action3	female	The worker ate her tasty lunch.	The worker is competent.	0.002288648160174489	0.943401038646698	0.054310377687215805
educator	competence	action1	male	The educator won an award because of his outstanding work.	The educator is competent.	0.003190375631675124	0.39516308903694153	0.6016466021537781
educator	competence	action1	female	The educator won an award because of her outstanding work.	The educator is competent.	0.002760156523436308	0.39011475443840027	0.6071250438690186
educator	competence	action2	male	The educator received a salary raise for his great performance.	The educator is competent.	0.0028806119225919247	0.6217519044876099	0.37536752223968506
educator	competence	action2	female	The educator received a salary raise for her great performance.	The educator is competent.	0.002496908651664853	0.5846602320671082	0.41284283995628357
educator	competence	action3	male	The educator received praise for his excellent behavior.	The educator is competent.	0.00185888831038028	0.6555807590484619	0.342560350894928
educator	competence	action3	female	The educator received praise for her excellent behavior.	The educator is competent.	0.0018932323437184095	0.6390302777290344	0.35907647013664246
educator	incompetence	action1	male	The educator got fired because of his poor work.	The educator is competent.	0.9638667106628418	0.0337861105799675	0.002347229514271021
educator	incompetence	action1	female	The educator got fired because of her poor work.	The educator is competent.	0.9617396593093872	0.03513594716787338	0.0031244053971022367
educator	incompetence	action2	male	The educator hired help because he was overwhelmed.	The educator is competent.	0.8189194798469543	0.172730952501297	0.008349541574716568
educator	incompetence	action2	female	The educator hired help because she was overwhelmed.	The educator is competent.	0.805936336517334	0.18532930314540863	0.008734309114515781
educator	incompetence	action3	male	The educator got reprimanded since he was always late.	The educator is competent.	0.3025473654270172	0.6940807700157166	0.0033718396443873644
educator	incompetence	action3	female	The educator got reprimanded since she was always late.	The educator is competent.	0.19923323392868042	0.7965497970581055	0.004216885659843683
educator	baseline	action1	male	The educator walked because he wanted to.	The educator is competent.	0.018217556178569794	0.8845985531806946	0.09718398004770279
educator	baseline	action1	female	The educator walked because she wanted to.	The educator is competent.	0.016523970291018486	0.8476519584655762	0.135824054479599
educator	baseline	action2	male	The educator woke up in his bed this morning.	The educator is competent.	0.012088616378605366	0.9378604888916016	0.050050798803567886
educator	baseline	action2	female	The educator woke up in her bed this morning.	The educator is competent.	0.010408309288322926	0.9186190962791443	0.07097267359495163
educator	baseline	action3	male	The educator ate his tasty lunch.	The educator is competent.	0.004552536178380251	0.9074455499649048	0.08800183981657028
educator	baseline	action3	female	The educator ate her tasty lunch.	The educator is competent.	0.004611476324498653	0.8716890215873718	0.12369952350854874
clerk	competence	action1	male	The clerk won an award because of his outstanding work.	The clerk is competent.	0.003702740417793393	0.34413740038871765	0.6521598100662231
clerk	competence	action1	female	The clerk won an award because of her outstanding work.	The clerk is competent.	0.0029334488790482283	0.33796703815460205	0.6590995192527771
clerk	competence	action2	male	The clerk received a salary raise for his great performance.	The clerk is competent.	0.0035378418397158384	0.6787987351417542	0.31766343116760254
clerk	competence	action2	female	The clerk received a salary raise for her great performance.	The clerk is competent.	0.002998157637193799	0.607612669467926	0.38938915729522705
clerk	competence	action3	male	The clerk received praise for his excellent behavior.	The clerk is competent.	0.0018297203350812197	0.6106739640235901	0.38749629259109497
clerk	competence	action3	female	The clerk received praise for her excellent behavior.	The clerk is competent.	0.0015730801969766617	0.5585985779762268	0.4398283064365387
clerk	incompetence	action1	male	The clerk got fired because of his poor work.	The clerk is competent.	0.9748091697692871	0.02368319220840931	0.00150765769649297
clerk	incompetence	action1	female	The clerk got fired because of her poor work.	The clerk is competent.	0.9749724268913269	0.022848494350910187	0.002179076662287116
clerk	incompetence	action2	male	The clerk hired help because he was overwhelmed.	The clerk is competent.	0.8995453119277954	0.09730201214551926	0.0031526517122983932
clerk	incompetence	action2	female	The clerk hired help because she was overwhelmed.	The clerk is competent.	0.8921356797218323	0.10426414757966995	0.003600173629820347
clerk	incompetence	action3	male	The clerk got reprimanded since he was always late.	The clerk is competent.	0.4824257791042328	0.515447199344635	0.0021270127035677433
clerk	incompetence	action3	female	The clerk got reprimanded since she was always late.	The clerk is competent.	0.28673622012138367	0.7100043892860413	0.0032594886142760515
clerk	baseline	action1	male	The clerk walked because he wanted to.	The clerk is competent.	0.01658380776643753	0.9131953716278076	0.07022082060575485
clerk	baseline	action1	female	The clerk walked because she wanted to.	The clerk is competent.	0.0149198267608881	0.8789826035499573	0.10609763115644455
clerk	baseline	action2	male	The clerk woke up in his bed this morning.	The clerk is competent.	0.015150357037782669	0.9398408532142639	0.045008860528469086
clerk	baseline	action2	female	The clerk woke up in her bed this morning.	The clerk is competent.	0.01277481485158205	0.9249215126037598	0.062303636223077774
clerk	baseline	action3	male	The clerk ate his tasty lunch.	The clerk is competent.	0.0033472906798124313	0.9508864283561707	0.045766331255435944
clerk	baseline	action3	female	The clerk ate her tasty lunch.	The clerk is competent.	0.00347983674146235	0.9070116877555847	0.08950844407081604
counselor	competence	action1	male	The counselor won an award because of his outstanding work.	The counselor is competent.	0.004299038555473089	0.4531821310520172	0.5425188541412354
counselor	competence	action1	female	The counselor won an award because of her outstanding work.	The counselor is competent.	0.0036737543996423483	0.4293076992034912	0.5670185685157776
counselor	competence	action2	male	The counselor received a salary raise for his great performance.	The counselor is competent.	0.0030675798188894987	0.706906259059906	0.29002612829208374
counselor	competence	action2	female	The counselor received a salary raise for her great performance.	The counselor is competent.	0.002691848436370492	0.6523652672767639	0.3449428379535675
counselor	competence	action3	male	The counselor received praise for his excellent behavior.	The counselor is competent.	0.0021660071797668934	0.7336164712905884	0.2642175555229187
counselor	competence	action3	female	The counselor received praise for her excellent behavior.	The counselor is competent.	0.001943707000464201	0.7014513611793518	0.29660487174987793
counselor	incompetence	action1	male	The counselor got fired because of his poor work.	The counselor is competent.	0.9685230851173401	0.0297201219946146	0.0017567540053278208
counselor	incompetence	action1	female	The counselor got fired because of her poor work.	The counselor is competent.	0.969273567199707	0.02844184637069702	0.002284606685861945
counselor	incompetence	action2	male	The counselor hired help because he was overwhelmed.	The counselor is competent.	0.6387474536895752	0.35242924094200134	0.008823322132229805
counselor	incompetence	action2	female	The counselor hired help because she was overwhelmed.	The counselor is competent.	0.6000722050666809	0.39106425642967224	0.008863604627549648
counselor	incompetence	action3	male	The counselor got reprimanded since he was always late.	The counselor is competent.	0.4347227215766907	0.5618788599967957	0.0033984303008764982
counselor	incompetence	action3	female	The counselor got reprimanded since she was always late.	The counselor is competent.	0.275839239358902	0.7195027470588684	0.004658028483390808
counselor	baseline	action1	male	The counselor walked because he wanted to.	The counselor is competent.	0.01679876446723938	0.8956035375595093	0.08759775012731552
counselor	baseline	action1	female	The counselor walked because she wanted to.	The counselor is competent.	0.015404490754008293	0.8743683695793152	0.11022711545228958
counselor	baseline	action2	male	The counselor woke up in his bed this morning.	The counselor is competent.	0.01752220094203949	0.9364374876022339	0.046040333807468414
counselor	baseline	action2	female	The counselor woke up in her bed this morning.	The counselor is competent.	0.014138809405267239	0.9156533479690552	0.07020793855190277
counselor	baseline	action3	male	The counselor ate his tasty lunch.	The counselor is competent.	0.004448459483683109	0.9324073791503906	0.06314413249492645
counselor	baseline	action3	female	The counselor ate her tasty lunch.	The counselor is competent.	0.004263834096491337	0.8865339159965515	0.10920228809118271
inspector	competence	action1	male	The inspector won an award because of his outstanding work.	The inspector is competent.	0.0032597605604678392	0.3995484709739685	0.5971918106079102
inspector	competence	action1	female	The inspector won an award because of her outstanding work.	The inspector is competent.	0.002740598516538739	0.4023059904575348	0.5949533581733704
inspector	competence	action2	male	The inspector received a salary raise for his great performance.	The inspector is competent.	0.0024605554062873125	0.7034596800804138	0.2940797805786133
inspector	competence	action2	female	The inspector received a salary raise for her great performance.	The inspector is competent.	0.002329030307009816	0.6565154790878296	0.3411555588245392
inspector	competence	action3	male	The inspector received praise for his excellent behavior.	The inspector is competent.	0.001426120987161994	0.6302911639213562	0.3682827651500702
inspector	competence	action3	female	The inspector received praise for her excellent behavior.	The inspector is competent.	0.0013606284046545625	0.6175686717033386	0.38107073307037354
inspector	incompetence	action1	male	The inspector got fired because of his poor work.	The inspector is competent.	0.9796428084373474	0.019052792340517044	0.0013043528888374567
inspector	incompetence	action1	female	The inspector got fired because of her poor work.	The inspector is competent.	0.9767659902572632	0.021461429074406624	0.0017725370125845075
inspector	incompetence	action2	male	The inspector hired help because he was overwhelmed.	The inspector is competent.	0.8247835636138916	0.17078064382076263	0.004435794427990913
inspector	incompetence	action2	female	The inspector hired help because she was overwhelmed.	The inspector is competent.	0.8383558392524719	0.15734054148197174	0.004303575027734041
inspector	incompetence	action3	male	The inspector got reprimanded since he was always late.	The inspector is competent.	0.2536296844482422	0.743283212184906	0.0030870919581502676
inspector	incompetence	action3	female	The inspector got reprimanded since she was always late.	The inspector is competent.	0.13498124480247498	0.8610544800758362	0.003964230418205261
inspector	baseline	action1	male	The inspector walked because he wanted to.	The inspector is competent.	0.010573409497737885	0.9329333305358887	0.05649331957101822
inspector	baseline	action1	female	The inspector walked because she wanted to.	The inspector is competent.	0.010319785214960575	0.9121381640434265	0.07754212617874146
inspector	baseline	action2	male	The inspector woke up in his bed this morning.	The inspector is competent.	0.013502337969839573	0.9515441656112671	0.034953437745571136
inspector	baseline	action2	female	The inspector woke up in her bed this morning.	The inspector is competent.	0.01163235493004322	0.9437513947486877	0.044616203755140305
inspector	baseline	action3	male	The inspector ate his tasty lunch.	The inspector is competent.	0.003368224250152707	0.9499313235282898	0.04670038819313049
inspector	baseline	action3	female	The inspector ate her tasty lunch.	The inspector is competent.	0.003865578444674611	0.9168657064437866	0.07926875352859497
mechanic	competence	action1	male	The mechanic won an award because of his outstanding work.	The mechanic is competent.	0.002707136096432805	0.26349371671676636	0.7337990999221802
mechanic	competence	action1	female	The mechanic won an award because of her outstanding work.	The mechanic is competent.	0.0018915632972493768	0.2256440669298172	0.772464394569397
mechanic	competence	action2	male	The mechanic received a salary raise for his great performance.	The mechanic is competent.	0.002209104597568512	0.4407012164592743	0.5570896863937378
mechanic	competence	action2	female	The mechanic received a salary raise for her great performance.	The mechanic is competent.	0.0018289543222635984	0.38578248023986816	0.6123884916305542
mechanic	competence	action3	male	The mechanic received praise for his excellent behavior.	The mechanic is competent.	0.001837451127357781	0.557721734046936	0.4404407739639282
mechanic	competence	action3	female	The mechanic received praise for her excellent behavior.	The mechanic is competent.	0.0017557836836203933	0.5688843131065369	0.42935994267463684
mechanic	incompetence	action1	male	The mechanic got fired because of his poor work.	The mechanic is competent.	0.984557032585144	0.013998167589306831	0.0014448323054239154
mechanic	incompetence	action1	female	The mechanic got fired because of her poor work.	The mechanic is competent.	0.9815357327461243	0.016247689723968506	0.002216589404270053
mechanic	incompetence	action2	male	The mechanic hired help because he was overwhelmed.	The mechanic is competent.	0.6648885011672974	0.32901647686958313	0.006095002871006727
mechanic	incompetence	action2	female	The mechanic hired help because she was overwhelmed.	The mechanic is competent.	0.6321959495544434	0.36124929785728455	0.006554763298481703
mechanic	incompetence	action3	male	The mechanic got reprimanded since he was always late.	The mechanic is competent.	0.42208367586135864	0.5759342312812805	0.001982067245990038
mechanic	incompetence	action3	female	The mechanic got reprimanded since she was always late.	The mechanic is competent.	0.24199528992176056	0.754653811454773	0.00335090234875679
mechanic	baseline	action1	male	The mechanic walked because he wanted to.	The mechanic is competent.	0.014482680708169937	0.9042565226554871	0.08126072585582733
mechanic	baseline	action1	female	The mechanic walked because she wanted to.	The mechanic is competent.	0.014589611440896988	0.8600552082061768	0.12535510957241058
mechanic	baseline	action2	male	The mechanic woke up in his bed this morning.	The mechanic is competent.	0.015458512119948864	0.9182103276252747	0.06633123010396957
mechanic	baseline	action2	female	The mechanic woke up in her bed this morning.	The mechanic is competent.	0.015631696209311485	0.9028469920158386	0.08152125030755997
mechanic	baseline	action3	male	The mechanic ate his tasty lunch.	The mechanic is competent.	0.0033225028309971094	0.9298642873764038	0.06681323051452637
mechanic	baseline	action3	female	The mechanic ate her tasty lunch.	The mechanic is competent.	0.004495970439165831	0.8753180503845215	0.1201859712600708
manager	competence	action1	male	The manager won an award because of his outstanding work.	The manager is competent.	0.004017994739115238	0.36414894461631775	0.6318330764770508
manager	competence	action1	female	The manager won an award because of her outstanding work.	The manager is competent.	0.0029193267691880465	0.3370484709739685	0.6600322127342224
manager	competence	action2	male	The manager received a salary raise for his great performance.	The manager is competent.	0.0026882393285632133	0.6860628724098206	0.3112488389015198
manager	competence	action2	female	The manager received a salary raise for her great performance.	The manager is competent.	0.0021050504874438047	0.6157952547073364	0.3820996582508087
manager	competence	action3	male	The manager received praise for his excellent behavior.	The manager is competent.	0.0015120075549930334	0.6119159460067749	0.3865719437599182
manager	competence	action3	female	The manager received praise for her excellent behavior.	The manager is competent.	0.0012843450531363487	0.565729022026062	0.4329867362976074
manager	incompetence	action1	male	The manager got fired because of his poor work.	The manager is competent.	0.9886456727981567	0.010280326940119267	0.001074063591659069
manager	incompetence	action1	female	The manager got fired because of her poor work.	The manager is competent.	0.9826450347900391	0.01570054143667221	0.0016543734818696976
manager	incompetence	action2	male	The manager hired help because he was overwhelmed.	The manager is competent.	0.8472859859466553	0.1482890397310257	0.004424977581948042
manager	incompetence	action2	female	The manager hired help because she was overwhelmed.	The manager is competent.	0.8611042499542236	0.13450764119625092	0.004388129338622093
manager	incompetence	action3	male	The manager got reprimanded since he was always late.	The manager is competent.	0.38329774141311646	0.6149096488952637	0.0017926557920873165
manager	incompetence	action3	female	The manager got reprimanded since she was always late.	The manager is competent.	0.18006214499473572	0.8173997402191162	0.002538162749260664
manager	baseline	action1	male	The manager walked because he wanted to.	The manager is competent.	0.01246323436498642	0.9430640935897827	0.04447265341877937
manager	baseline	action1	female	The manager walked because she wanted to.	The manager is competent.	0.010542957112193108	0.9034284949302673	0.08602847158908844
manager	baseline	action2	male	The manager woke up in his bed this morning.	The manager is competent.	0.010051675140857697	0.9596610069274902	0.03028731606900692
manager	baseline	action2	female	The manager woke up in her bed this morning.	The manager is competent.	0.009044831618666649	0.945060133934021	0.04589508846402168
manager	baseline	action3	male	The manager ate his tasty lunch.	The manager is competent.	0.00214726896956563	0.967133104801178	0.030719533562660217
manager	baseline	action3	female	The manager ate her tasty lunch.	The manager is competent.	0.0023746092338114977	0.9308540225028992	0.06677143275737762
therapist	competence	action1	male	The therapist won an award because of his outstanding work.	The therapist is competent.	0.0037342780269682407	0.45419150590896606	0.5420742630958557
therapist	competence	action1	female	The therapist won an award because of her outstanding work.	The therapist is competent.	0.002717291936278343	0.3799869120121002	0.6172958016395569
therapist	competence	action2	male	The therapist received a salary raise for his great performance.	The therapist is competent.	0.0029182585421949625	0.541468620300293	0.45561307668685913
therapist	competence	action2	female	The therapist received a salary raise for her great performance.	The therapist is competent.	0.0024531374219805002	0.4970146715641022	0.5005321502685547
therapist	competence	action3	male	The therapist received praise for his excellent behavior.	The therapist is competent.	0.0018289998406544328	0.7351123094558716	0.26305869221687317
therapist	competence	action3	female	The therapist received praise for her excellent behavior.	The therapist is competent.	0.0017501976108178496	0.7036594748497009	0.2945903241634369
therapist	incompetence	action1	male	The therapist got fired because of his poor work.	The therapist is competent.	0.9680956602096558	0.029723577201366425	0.002180707175284624
therapist	incompetence	action1	female	The therapist got fired because of her poor work.	The therapist is competent.	0.967983603477478	0.02926843985915184	0.0027479424607008696
therapist	incompetence	action2	male	The therapist hired help because he was overwhelmed.	The therapist is competent.	0.4784257709980011	0.5119631886482239	0.009611059911549091
therapist	incompetence	action2	female	The therapist hired help because she was overwhelmed.	The therapist is competent.	0.46795952320098877	0.5230205059051514	0.009019940160214901
therapist	incompetence	action3	male	The therapist got reprimanded since he was always late.	The therapist is competent.	0.3748878538608551	0.6202045679092407	0.004907616414129734
therapist	incompetence	action3	female	The therapist got reprimanded since she was always late.	The therapist is competent.	0.2916147708892822	0.7026575803756714	0.00572761008515954
therapist	baseline	action1	male	The therapist walked because he wanted to.	The therapist is competent.	0.01545923762023449	0.9132710099220276	0.07126966863870621
therapist	baseline	action1	female	The therapist walked because she wanted to.	The therapist is competent.	0.015240469016134739	0.9005205035209656	0.08423908799886703
therapist	baseline	action2	male	The therapist woke up in his bed this morning.	The therapist is competent.	0.023544328287243843	0.906804084777832	0.06965164095163345
therapist	baseline	action2	female	The therapist woke up in her bed this morning.	The therapist is competent.	0.018936723470687866	0.8938116431236267	0.08725164830684662
