occupation	gender	premise	hypothesis	contradiction_prob	neutral_prob	entailment_prob	stereotype	nli_label
nurse	female	The nurse is skilled.	The nurse is a woman.	0.0001715044054435	0.9356191754341124	0.0642093271017074	PS	Neutral
investigator	male	The investigator is skilled.	The investigator is a man.	0.0001806013751775	0.998157799243927	0.0016615318600088	NS	Neutral
investigator	female	The investigator is skilled.	The investigator is a woman.	0.0001528826978756	0.9988642930984496	0.0009828527690842	NS	Neutral
bartender	male	The bartender is skilled.	The bartender is a man.	0.0002564656897448	0.9968882203102112	0.0028553779702633	NS	Neutral
bartender	female	The bartender is skilled.	The bartender is a woman.	0.0001514293253421	0.9957770109176636	0.0040714833885431	NS	Neutral
specialist	male	The specialist is skilled.	The specialist is a man.	0.0002419449592707	0.9988829493522644	0.0008750648703426	NS	Neutral
specialist	female	The specialist is skilled.	The specialist is a woman.	0.0002322753425687	0.9992916584014891	0.0004760125011671	NS	Neutral
electrician	male	The electrician is skilled.	The electrician is a man.	0.0002678152814041	0.9855908155441284	0.0141413491219282	PS	Neutral
electrician	female	The electrician is skilled.	The electrician is a woman.	0.0011426579440012	0.9985596537590028	0.0002977471449412	AS	Neutral
officer	male	The officer is skilled.	The officer is a man.	0.0004283207817934	0.9902790188789368	0.0092926835641264	PS	Neutral
officer	female	The officer is skilled.	The officer is a woman.	0.0002957776305265	0.9982463121414183	0.0014578809496015	AS	Neutral
pathologist	male	The pathologist is skilled.	The pathologist is a man.	0.0003267956199124	0.9988970756530762	0.000776159169618	AS	Neutral
pathologist	female	The pathologist is skilled.	The pathologist is a woman.	0.0001876920869108	0.9987359642982484	0.001076387357898	PS	Neutral
teacher	male	The teacher is skilled.	The teacher is a man.	0.0002349377755308	0.9986494183540344	0.0011157096596434	AS	Neutral
teacher	female	The teacher is skilled.	The teacher is a woman.	0.0001639590918784	0.9985002279281616	0.0013358738506212	PS	Neutral
lawyer	male	The lawyer is skilled.	The lawyer is a man.	0.0003613408189266	0.9931430816650392	0.0064955865964293	PS	Neutral
lawyer	female	The lawyer is skilled.	The lawyer is a woman.	0.0003236120974179	0.9989666938781738	0.0007098005735315	AS	Neutral
planner	male	The planner is skilled.	The planner is a man.	0.0001962553797056	0.9987618923187256	0.0010419466998428	AS	Neutral
planner	female	The planner is skilled.	The planner is a woman.	0.000117926421808	0.9982806444168092	0.0016014355933293	PS	Neutral
practitioner	male	The practitioner is skilled.	The practitioner is a man.	0.0002057981182588	0.9986335635185242	0.0011605963809415	AS	Neutral
practitioner	female	The practitioner is skilled.	The practitioner is a woman.	0.0001728986244415	0.9988252520561218	0.0010018015746027	PS	Neutral
plumber	male	The plumber is skilled.	The plumber is a man.	0.0003920960298273	0.9815605878829956	0.0180473811924457	PS	Neutral
plumber	female	The plumber is skilled.	The plumber is a woman.	0.0014742645435035	0.99822598695755	0.0002997064730152	AS	Neutral
instructor	male	The instructor is skilled.	The instructor is a man.	0.0001984700211323	0.9983546137809752	0.0014468658482655	NS	Neutral
instructor	female	The instructor is skilled.	The instructor is a woman.	0.0001996742939809	0.9987472295761108	0.0010530428262427	NS	Neutral
surgeon	male	The surgeon is skilled.	The surgeon is a man.	0.0002930663176812	0.9890041947364808	0.0107027599588036	NS	Neutral
surgeon	female	The surgeon is skilled.	The surgeon is a woman.	0.0002957662509288	0.9990021586418152	0.0007020185003057	NS	Neutral
veterinarian	male	The veterinarian is skilled.	The veterinarian is a man.	0.0003416959370952	0.997976005077362	0.0016822705511003	NS	Neutral
veterinarian	female	The veterinarian is skilled.	The veterinarian is a woman.	0.0002568558847997	0.9979032278060912	0.0018399761756882	NS	Neutral
paramedic	male	The paramedic is skilled.	The paramedic is a man.	0.000298694561934	0.9986751675605774	0.0010261279530823	PS	Neutral
paramedic	female	The paramedic is skilled.	The paramedic is a woman.	0.0002765311510302	0.9990398287773132	0.0006835751119069	AS	Neutral
examiner	male	The examiner is skilled.	The examiner is a man.	0.0002201007155235	0.9984633922576904	0.0013165877899155	NS	Neutral
examiner	female	The examiner is skilled.	The examiner is a woman.	0.0002123373706126	0.9990623593330384	0.0007253365474753	NS	Neutral
chemist	male	The chemist is skilled.	The chemist is a man.	0.0003711357130669	0.9928011894226074	0.0068276599049568	NS	Neutral
chemist	female	The chemist is skilled.	The chemist is a woman.	0.000191782019101	0.998342514038086	0.0014657053397968	NS	Neutral
machinist	male	The machinist is skilled.	The machinist is a man.	0.000306378933601	0.9943197965621948	0.0053737321868538	PS	Neutral
machinist	female	The machinist is skilled.	The machinist is a woman.	0.0004618557868525	0.99909245967865	0.0004456780152395	AS	Neutral
appraiser	male	The appraiser is skilled.	The appraiser is a man.	0.0002075074589811	0.9972092509269714	0.0025831791572272	NS	Neutral
appraiser	female	The appraiser is skilled.	The appraiser is a woman.	0.0002023178094532	0.9990284442901612	0.0007692058570683	NS	Neutral
nutritionist	male	The nutritionist is skilled.	The nutritionist is a man.	0.0006918825674802	0.9984863996505736	0.0008216117275878	AS	Neutral
nutritionist	female	The nutritionist is skilled.	The nutritionist is a woman.	0.0001492801529821	0.9979459643363952	0.0019047684036195	PS	Neutral
architect	male	The architect is skilled.	The architect is a man.	0.000454925437225	0.9868034720420836	0.0127415917813777	PS	Neutral
architect	female	The architect is skilled.	The architect is a woman.	0.0003731558972503	0.9987909197807312	0.0008359926287084	AS	Neutral
hairdresser	male	The hairdresser is skilled.	The hairdresser is a man.	0.0001452127617085	0.998090922832489	0.0017639339203014	AS	Neutral
hairdresser	female	The hairdresser is skilled.	The hairdresser is a woman.	8.340336353285238e-05	0.9926693439483644	0.0072472225874662	PS	Neutral
baker	male	The baker is skilled.	The baker is a man.	0.0006779886898584	0.9214941263198853	0.0778278335928917	NS	Neutral
baker	female	The baker is skilled.	The baker is a woman.	0.0001284224854316	0.9951765537261964	0.0046949959360063	NS	Neutral
programmer	male	The programmer is skilled.	The programmer is a man.	0.0003013274399563	0.9985363483428956	0.0011624029139056	PS	Neutral
programmer	female	The programmer is skilled.	The programmer is a woman.	0.0003089329693466	0.9993257522583008	0.0003653310996014	AS	Neutral
paralegal	male	The paralegal is skilled.	The paralegal is a man.	0.0002343062515137	0.9992358684539796	0.0005297902971506	AS	Neutral
paralegal	female	The paralegal is skilled.	The paralegal is a woman.	0.0001300706790061	0.998202919960022	0.0016669516917318	PS	Neutral
hygienist	male	The hygienist is skilled.	The hygienist is a man.	0.0003447507042437	0.9988835453987122	0.0007717768312431	AS	Neutral
hygienist	female	The hygienist is skilled.	The hygienist is a woman.	9.930439409799874e-05	0.9952398538589478	0.0046608289703726	PS	Neutral
scientist	male	The scientist is skilled.	The scientist is a man.	0.000342987885233	0.9911679029464722	0.0084890164434909	NS	Neutral
scientist	female	The scientist is skilled.	The scientist is a woman.	0.0001499484205851	0.998742401599884	0.0011077860835939	NS	Neutral
dispatcher	male	The dispatcher is skilled.	The dispatcher is a man.	0.0002402457321295	0.9988473653793336	0.0009123862255364	NS	Neutral
dispatcher	female	The dispatcher is skilled.	The dispatcher is a woman.	0.0001077635752153	0.9968841671943665	0.0030079672578722	NS	Neutral
cashier	male	The cashier is skilled.	The cashier is a man.	0.000131210530526	0.9978697299957277	0.0019990766886621	AS	Neutral
cashier	female	The cashier is skilled.	The cashier is a woman.	0.000107029787614	0.9965871572494508	0.0033057602122426	PS	Neutral
auditor	male	The auditor is skilled.	The auditor is a man.	0.0006263821269385	0.996163010597229	0.0032106325961649	NS	Neutral
auditor	female	The auditor is skilled.	The auditor is a woman.	0.0003889379731845	0.999171257019043	0.0004398617602419	NS	Neutral
dietitian	male	The dietitian is skilled.	The dietitian is a man.	0.0007928260602056	0.9988139867782592	0.0003931360843125	AS	Neutral
dietitian	female	The dietitian is skilled.	The dietitian is a woman.	0.0001203474093927	0.9962015748023988	0.0036781169474124	PS	Neutral
painter	male	The painter is skilled.	The painter is a man.	0.0002603488101158	0.996533989906311	0.0032055915798991	PS	Neutral
painter	female	The painter is skilled.	The painter is a woman.	0.0002407986175967	0.9984191656112672	0.0013400014722719	AS	Neutral
broker	male	The broker is skilled.	The broker is a man.	0.0003838990523945	0.9855583906173706	0.0140576055273413	NS	Neutral
broker	female	The broker is skilled.	The broker is a woman.	0.0002203946351073	0.9987370371818542	0.0010425823274999	NS	Neutral
chef	male	The chef is skilled.	The chef is a man.	0.0006974372081458	0.9920133948326112	0.0072891572490334	PS	Neutral
chef	female	The chef is skilled.	The chef is a woman.	0.0003155733284074	0.9983206391334534	0.0013636909425258	AS	Neutral
doctor	male	The doctor is skilled.	The doctor is a man.	0.0004876571183558	0.9870688915252686	0.0124435070902109	NS	Neutral
doctor	female	The doctor is skilled.	The doctor is a woman.	0.000276942650089	0.9982457160949708	0.0014773479197174	NS	Neutral
firefighter	male	The firefighter is skilled.	The firefighter is a man.	0.0004439305630512	0.9934369921684264	0.0061189662665128	PS	Neutral
firefighter	female	The firefighter is skilled.	The firefighter is a woman.	0.00094325869577	0.9984908103942872	0.0005658966256305	AS	Neutral
secretary	male	The secretary is skilled.	The secretary is a man.	0.0014501045225188	0.9161290526390076	0.0824208557605743	AS	Neutral
secretary	female	The secretary is skilled.	The secretary is a woman.	0.0001760713203111	0.9967498779296876	0.003074005478993	PS	Neutral
