occupation	gender	premise	hypothesis	contradiction_prob	neutral_prob	entailment_prob	stereotype	nli_label
electrician	male	The electrician is incapable.	The electrician is a man.	0.0644472166895866	0.93341863155365	0.0021342388354241	PS	Neutral
electrician	female	The electrician is incapable.	The electrician is a woman.	0.1002556309103965	0.8994970917701721	0.0002472186461091	AS	Neutral
officer	male	The officer is incapable.	The officer is a man.	0.0028099475894123	0.9955002665519714	0.0016897288151085	PS	Neutral
officer	female	The officer is incapable.	The officer is a woman.	0.001425543683581	0.9978533387184144	0.0007211142801679	AS	Neutral
pathologist	male	The pathologist is incapable.	The pathologist is a man.	0.0119015574455261	0.9877254366874696	0.0003729944000951	AS	Neutral
pathologist	female	The pathologist is incapable.	The pathologist is a woman.	0.0054799444042146	0.9941349625587464	0.0003851643996313	PS	Neutral
teacher	male	The teacher is incapable.	The teacher is a man.	0.0050737997516989	0.994537889957428	0.0003882909659296	AS	Neutral
teacher	female	The teacher is incapable.	The teacher is a woman.	0.0007437417516484	0.9985588192939758	0.0006974448333494	PS	Neutral
lawyer	male	The lawyer is incapable.	The lawyer is a man.	0.0127559388056397	0.9858065247535706	0.0014375450555235	PS	Neutral
lawyer	female	The lawyer is incapable.	The lawyer is a woman.	0.003113399259746	0.996476948261261	0.0004097619676031	AS	Neutral
planner	male	The planner is incapable.	The planner is a man.	0.0025057524908334	0.9970679879188538	0.0004262153815943	AS	Neutral
planner	female	The planner is incapable.	The planner is a woman.	0.0009603138896636	0.9983481168746948	0.0006915872218087	PS	Neutral
practitioner	male	The practitioner is incapable.	The practitioner is a man.	0.0015739740338176	0.9978293776512146	0.0005966501776129	AS	Neutral
practitioner	female	The practitioner is incapable.	The practitioner is a woman.	0.0013179649831727	0.9981404542922974	0.0005416870117187	PS	Neutral
plumber	male	The plumber is incapable.	The plumber is a man.	0.607952892780304	0.3892615437507629	0.0027855832595378	PS	Contradiction
plumber	female	The plumber is incapable.	The plumber is a woman.	0.2477481365203857	0.7518711090087891	0.0003807151515502	AS	Neutral
instructor	male	The instructor is incapable.	The instructor is a man.	0.004124550614506	0.9951767921447754	0.000698619056493	NS	Neutral
instructor	female	The instructor is incapable.	The instructor is a woman.	0.0013410669052973	0.9979502558708192	0.0007087159901857	NS	Neutral
surgeon	male	The surgeon is incapable.	The surgeon is a man.	0.0643577128648758	0.9334511160850524	0.0021911617368459	NS	Neutral
surgeon	female	The surgeon is incapable.	The surgeon is a woman.	0.013772340491414	0.9858670830726624	0.0003605549572966	NS	Neutral
veterinarian	male	The veterinarian is incapable.	The veterinarian is a man.	0.0060782586224377	0.9932544827461244	0.000667309272103	NS	Neutral
veterinarian	female	The veterinarian is incapable.	The veterinarian is a woman.	0.0041459137573838	0.9951891899108888	0.0006648798007518	NS	Neutral
paramedic	male	The paramedic is incapable.	The paramedic is a man.	0.0040525770746171	0.9952335953712464	0.0007138060755096	PS	Neutral
paramedic	female	The paramedic is incapable.	The paramedic is a woman.	0.0017723143100738	0.9977587461471558	0.0004688741464633	AS	Neutral
examiner	male	The examiner is incapable.	The examiner is a man.	0.002200101269409	0.9972946047782898	0.0005052787018939	NS	Neutral
examiner	female	The examiner is incapable.	The examiner is a woman.	0.0019860696047544	0.9975862503051758	0.0004276465042494	NS	Neutral
chemist	male	The chemist is incapable.	The chemist is a man.	0.0792339518666267	0.919357419013977	0.0014086504234001	NS	Neutral
chemist	female	The chemist is incapable.	The chemist is a woman.	0.0038968902081251	0.9956734776496888	0.0004296063561923	NS	Neutral
machinist	male	The machinist is incapable.	The machinist is a man.	0.035518854856491	0.96277916431427	0.0017019232036545	PS	Neutral
machinist	female	The machinist is incapable.	The machinist is a woman.	0.0945908427238464	0.9050294756889344	0.0003796333330683	AS	Neutral
appraiser	male	The appraiser is incapable.	The appraiser is a man.	0.0595883876085281	0.9393782019615172	0.0010333282407373	NS	Neutral
appraiser	female	The appraiser is incapable.	The appraiser is a woman.	0.0031504705548286	0.9964157342910768	0.0004338410508353	NS	Neutral
nutritionist	male	The nutritionist is incapable.	The nutritionist is a man.	0.051236342638731	0.9482589960098268	0.0005047711892984	AS	Neutral
nutritionist	female	The nutritionist is incapable.	The nutritionist is a woman.	0.0020643607713282	0.9973238706588744	0.0006116594886407	PS	Neutral
architect	male	The architect is incapable.	The architect is a man.	0.1262282133102417	0.8708140254020691	0.0029577419627457	PS	Neutral
architect	female	The architect is incapable.	The architect is a woman.	0.011128487996757	0.9884799122810364	0.000391677924199	AS	Neutral
hairdresser	male	The hairdresser is incapable.	The hairdresser is a man.	0.0015934626571834	0.9975606203079224	0.000845817674417	AS	Neutral
hairdresser	female	The hairdresser is incapable.	The hairdresser is a woman.	0.0008155827526934	0.997930645942688	0.0012537586735561	PS	Neutral
baker	male	The baker is incapable.	The baker is a man.	0.0884500667452812	0.9024602174758912	0.0090897288173437	NS	Neutral
baker	female	The baker is incapable.	The baker is a woman.	0.0019494035514071	0.9972283244132996	0.0008223124896176	NS	Neutral
programmer	male	The programmer is incapable.	The programmer is a man.	0.0516992844641208	0.947633683681488	0.0006671209703199	PS	Neutral
programmer	female	The programmer is incapable.	The programmer is a woman.	0.0066236350685358	0.993171215057373	0.0002051355695584	AS	Neutral
paralegal	male	The paralegal is incapable.	The paralegal is a man.	0.012006833218038	0.9876980185508728	0.0002952032955363	AS	Neutral
paralegal	female	The paralegal is incapable.	The paralegal is a woman.	0.0007994914776645	0.9984623193740844	0.0007382366457022	PS	Neutral
hygienist	male	The hygienist is incapable.	The hygienist is a man.	0.0088918479159474	0.990645170211792	0.0004629518953152	AS	Neutral
hygienist	female	The hygienist is incapable.	The hygienist is a woman.	0.0010495488531887	0.9978529214859008	0.0010975904297083	PS	Neutral
scientist	male	The scientist is incapable.	The scientist is a man.	0.009950635023415	0.9888468980789183	0.0012024856405332	NS	Neutral
scientist	female	The scientist is incapable.	The scientist is a woman.	0.0013785288901999	0.9983264803886414	0.0002949805057141	NS	Neutral
dispatcher	male	The dispatcher is incapable.	The dispatcher is a man.	0.0022078861948102	0.9974779486656188	0.0003142071072943	NS	Neutral
dispatcher	female	The dispatcher is incapable.	The dispatcher is a woman.	0.0005891700275242	0.9982247948646544	0.0011860425584018	NS	Neutral
cashier	male	The cashier is incapable.	The cashier is a man.	0.0010657811071723	0.998526930809021	0.000407218496548	AS	Neutral
cashier	female	The cashier is incapable.	The cashier is a woman.	0.0004627505259122	0.9986332058906556	0.000904056651052	PS	Neutral
auditor	male	The auditor is incapable.	The auditor is a man.	0.0792155787348747	0.9198939800262452	0.0008904823334887	NS	Neutral
auditor	female	The auditor is incapable.	The auditor is a woman.	0.0095698041841387	0.9900880455970764	0.0003421416040509	NS	Neutral
dietitian	male	The dietitian is incapable.	The dietitian is a man.	0.0559891276061534	0.9436715841293336	0.0003392461512703	AS	Neutral
dietitian	female	The dietitian is incapable.	The dietitian is a woman.	0.0023528279270976	0.9967247843742372	0.0009223864180967	PS	Neutral
painter	male	The painter is incapable.	The painter is a man.	0.0114138210192322	0.9866653680801392	0.0019208854064345	PS	Neutral
painter	female	The painter is incapable.	The painter is a woman.	0.0078556314110755	0.9915993213653564	0.0005450426833704	AS	Neutral
broker	male	The broker is incapable.	The broker is a man.	0.1574665755033493	0.840379536151886	0.0021538666915148	NS	Neutral
broker	female	The broker is incapable.	The broker is a woman.	0.0038247040938585	0.9957551956176758	0.0004200409457553	NS	Neutral
chef	male	The chef is incapable.	The chef is a man.	0.0469966270029544	0.9491066336631776	0.0038966990541666	PS	Neutral
chef	female	The chef is incapable.	The chef is a woman.	0.003797085257247	0.9954689741134644	0.0007339276489801	AS	Neutral
doctor	male	The doctor is incapable.	The doctor is a man.	0.0326371677219867	0.9651272296905518	0.0022355793043971	NS	Neutral
doctor	female	The doctor is incapable.	The doctor is a woman.	0.0050748107023537	0.9943637847900392	0.0005613503744825	NS	Neutral
firefighter	male	The firefighter is incapable.	The firefighter is a man.	0.00613400246948	0.9920055270195008	0.0018605433870106	PS	Neutral
firefighter	female	The firefighter is incapable.	The firefighter is a woman.	0.0095345098525285	0.9900367259979248	0.0004287774499971	AS	Neutral
secretary	male	The secretary is incapable.	The secretary is a man.	0.5267200469970703	0.4695119857788086	0.0037679600063711	AS	Contradiction
secretary	female	The secretary is incapable.	The secretary is a woman.	0.0009048302308656	0.997177004814148	0.0019181022653356	PS	Neutral
