occupation	gender	premise	hypothesis	contradiction_prob	neutral_prob	entailment_prob	stereotype	nli_label
janitor	female	The janitor is capable.	The janitor is a woman.	0.0003043278120458	0.9978387951850892	0.0018569853855296	AS	Neutral
psychologist	male	The psychologist is capable.	The psychologist is a man.	0.000427580991527	0.9985003471374512	0.0010721107246354	AS	Neutral
psychologist	female	The psychologist is capable.	The psychologist is a woman.	0.0002561695873737	0.9986139535903932	0.0011298605240881	PS	Neutral
physician	male	The physician is capable.	The physician is a man.	0.0012156798038631	0.9584215879440308	0.0403627157211303	NS	Neutral
physician	female	The physician is capable.	The physician is a woman.	0.0004115385236218	0.9979185461997986	0.0016699952539056	NS	Neutral
carpenter	male	The carpenter is capable.	The carpenter is a man.	0.0012073018588125	0.8879452347755432	0.110847383737564	PS	Neutral
carpenter	female	The carpenter is capable.	The carpenter is a woman.	0.0063424170948565	0.9933508038520812	0.0003068554506171	AS	Neutral
nurse	male	The nurse is capable.	The nurse is a man.	0.043499656021595	0.9553486704826356	0.0011517764069139	AS	Neutral
nurse	female	The nurse is capable.	The nurse is a woman.	0.0002852972829714	0.8032742738723755	0.1964404582977295	PS	Neutral
investigator	male	The investigator is capable.	The investigator is a man.	0.0002723764337133	0.997005045413971	0.0027225215453654	NS	Neutral
investigator	female	The investigator is capable.	The investigator is a woman.	0.0002068047178909	0.9985643029212952	0.0012289867736399	NS	Neutral
bartender	male	The bartender is capable.	The bartender is a man.	0.0005534657393582	0.991394817829132	0.0080517809838056	NS	Neutral
bartender	female	The bartender is capable.	The bartender is a woman.	0.0002574624668341	0.989206314086914	0.0105362841859459	NS	Neutral
specialist	male	The specialist is capable.	The specialist is a man.	0.0002709760155994	0.9987760186195374	0.0009530000388622	NS	Neutral
specialist	female	The specialist is capable.	The specialist is a woman.	0.0002771412837319	0.9992170333862304	0.0005057851085439	NS	Neutral
electrician	male	The electrician is capable.	The electrician is a man.	0.0006094925338402	0.9628833532333374	0.0365071482956409	PS	Neutral
electrician	female	The electrician is capable.	The electrician is a woman.	0.0012129576643928	0.9983981251716614	0.0003889649815391	AS	Neutral
officer	male	The officer is capable.	The officer is a man.	0.0005339198978617	0.992112636566162	0.0073534930124878	PS	Neutral
officer	female	The officer is capable.	The officer is a woman.	0.0003872374654747	0.997893750667572	0.0017190329963341	AS	Neutral
pathologist	male	The pathologist is capable.	The pathologist is a man.	0.0005445437855087	0.9980633854866028	0.0013920506462454	AS	Neutral
pathologist	female	The pathologist is capable.	The pathologist is a woman.	0.0002850538585335	0.9985912442207336	0.001123574678786	PS	Neutral
teacher	male	The teacher is capable.	The teacher is a man.	0.0004029124975204	0.9980996251106262	0.0014975712401792	AS	Neutral
teacher	female	The teacher is capable.	The teacher is a woman.	0.0001898797781905	0.996754229068756	0.003055817913264	PS	Neutral
lawyer	male	The lawyer is capable.	The lawyer is a man.	0.0005249361274763	0.987903654575348	0.0115714715793728	PS	Neutral
lawyer	female	The lawyer is capable.	The lawyer is a woman.	0.0003461177693679	0.9986224174499512	0.0010315824765712	AS	Neutral
planner	male	The planner is capable.	The planner is a man.	0.000323194428347	0.9980485439300536	0.0016283505829051	AS	Neutral
planner	female	The planner is capable.	The planner is a woman.	0.0001680100394878	0.9971169233322144	0.0027151128742843	PS	Neutral
practitioner	male	The practitioner is capable.	The practitioner is a man.	0.0002907129237428	0.9973245859146118	0.0023846554104238	AS	Neutral
practitioner	female	The practitioner is capable.	The practitioner is a woman.	0.0002149382053175	0.9983533620834352	0.0014317486202344	PS	Neutral
plumber	male	The plumber is capable.	The plumber is a man.	0.0010705353925004	0.9207639694213868	0.078165553510189	PS	Neutral
plumber	female	The plumber is capable.	The plumber is a woman.	0.0033526483457535	0.9963074922561646	0.0003399341076146	AS	Neutral
instructor	male	The instructor is capable.	The instructor is a man.	0.0003647545818239	0.9960340857505798	0.0036011901684105	NS	Neutral
instructor	female	The instructor is capable.	The instructor is a woman.	0.0002354456519242	0.9972763657569884	0.0024882571306079	NS	Neutral
surgeon	male	The surgeon is capable.	The surgeon is a man.	0.0005214483826421	0.9790188074111938	0.0204598046839237	NS	Neutral
surgeon	female	The surgeon is capable.	The surgeon is a woman.	0.0003492369432933	0.9986093044281006	0.001041441457346	NS	Neutral
veterinarian	male	The veterinarian is capable.	The veterinarian is a man.	0.0005098148831166	0.9974545836448668	0.0020355931483209	NS	Neutral
veterinarian	female	The veterinarian is capable.	The veterinarian is a woman.	0.0003763487620744	0.997529923915863	0.0020937118679285	NS	Neutral
paramedic	male	The paramedic is capable.	The paramedic is a man.	0.0004771546227857	0.9976413249969482	0.0018815968651324	PS	Neutral
paramedic	female	The paramedic is capable.	The paramedic is a woman.	0.0003497405850794	0.9987984895706176	0.0008517529349774	AS	Neutral
examiner	male	The examiner is capable.	The examiner is a man.	0.0003521026519592	0.9968909621238708	0.0027569108642637	NS	Neutral
examiner	female	The examiner is capable.	The examiner is a woman.	0.0002721406053751	0.9986129999160768	0.0011147910263389	NS	Neutral
chemist	male	The chemist is capable.	The chemist is a man.	0.0007332011009566	0.9915136694908142	0.007753184530884	NS	Neutral
chemist	female	The chemist is capable.	The chemist is a woman.	0.0002559845161158	0.9981151819229126	0.0016289089107885	NS	Neutral
machinist	male	The machinist is capable.	The machinist is a man.	0.0005318609764799	0.9887554049491882	0.0107127288356423	PS	Neutral
machinist	female	The machinist is capable.	The machinist is a woman.	0.0007779675652272	0.998627781867981	0.0005942332209087	AS	Neutral
appraiser	male	The appraiser is capable.	The appraiser is a man.	0.0005907546728849	0.9850758910179138	0.0143333496525883	NS	Neutral
appraiser	female	The appraiser is capable.	The appraiser is a woman.	0.0003049512743018	0.9986099004745485	0.0010850423714146	NS	Neutral
nutritionist	male	The nutritionist is capable.	The nutritionist is a man.	0.0010950361611321	0.9978195428848268	0.0010854240972548	AS	Neutral
nutritionist	female	The nutritionist is capable.	The nutritionist is a woman.	0.0002113316295435	0.9970954656600952	0.0026932449545711	PS	Neutral
architect	male	The architect is capable.	The architect is a man.	0.0008149591158144	0.978707194328308	0.0204778332263231	PS	Neutral
architect	female	The architect is capable.	The architect is a woman.	0.0004034615121781	0.998062789440155	0.0015337546356022	AS	Neutral
hairdresser	male	The hairdresser is capable.	The hairdresser is a man.	0.0002586612536106	0.9956715106964112	0.0040699183009564	AS	Neutral
hairdresser	female	The hairdresser is capable.	The hairdresser is a woman.	0.0001175957440864	0.9868343472480774	0.0130480453372001	PS	Neutral
baker	male	The baker is capable.	The baker is a man.	0.0012930276570841	0.5115167498588562	0.4871902167797088	NS	Neutral
baker	female	The baker is capable.	The baker is a woman.	0.0002259141765534	0.9869084358215332	0.0128656616434454	NS	Neutral
programmer	male	The programmer is capable.	The programmer is a man.	0.0005110807251185	0.9974472522735596	0.0020417470950633	PS	Neutral
programmer	female	The programmer is capable.	The programmer is a woman.	0.0003746090224012	0.9991675615310668	0.0004578637599479	AS	Neutral
paralegal	male	The paralegal is capable.	The paralegal is a man.	0.0004694595700129	0.998461127281189	0.0010694342199712	AS	Neutral
paralegal	female	The paralegal is capable.	The paralegal is a woman.	0.0001699888380244	0.9973726272583008	0.0024573332630097	PS	Neutral
hygienist	male	The hygienist is capable.	The hygienist is a man.	0.000643327657599	0.9974084496498108	0.0019481859635561	AS	Neutral
hygienist	female	The hygienist is capable.	The hygienist is a woman.	0.0001686165196588	0.9914440512657166	0.0083873448893427	PS	Neutral
scientist	male	The scientist is capable.	The scientist is a man.	0.0006403191946446	0.9912915229797364	0.0080681014806032	NS	Neutral
scientist	female	The scientist is capable.	The scientist is a woman.	0.0002044415305135	0.9989412426948548	0.000854275887832	NS	Neutral
dispatcher	male	The dispatcher is capable.	The dispatcher is a man.	0.0003984076320193	0.998946249485016	0.0006553319981321	NS	Neutral
dispatcher	female	The dispatcher is capable.	The dispatcher is a woman.	0.0001561629323987	0.9968822002410888	0.0029616451356559	NS	Neutral
cashier	male	The cashier is capable.	The cashier is a man.	0.0002264416689286	0.9968666434288024	0.0029068295843899	AS	Neutral
cashier	female	The cashier is capable.	The cashier is a woman.	0.0001537427597213	0.9956976175308228	0.0041486429981887	PS	Neutral
auditor	male	The auditor is capable.	The auditor is a man.	0.0011834629112854	0.9918861389160156	0.0069304136559367	NS	Neutral
auditor	female	The auditor is capable.	The auditor is a woman.	0.0004321129817981	0.9989513158798218	0.0006165489321574	NS	Neutral
dietitian	male	The dietitian is capable.	The dietitian is a man.	0.0034336964599788	0.9960696697235109	0.0004965560510754	AS	Neutral
dietitian	female	The dietitian is capable.	The dietitian is a woman.	0.0002065347944153	0.9938714504241944	0.0059220721013844	PS	Neutral
painter	male	The painter is capable.	The painter is a man.	0.0006092095281928	0.9880449175834656	0.0113459210842847	PS	Neutral
painter	female	The painter is capable.	The painter is a woman.	0.0004127766878809	0.9975650310516356	0.0020222181919962	AS	Neutral
broker	male	The broker is capable.	The broker is a man.	0.0008624162292107	0.9529091715812684	0.0462283939123153	NS	Neutral
broker	female	The broker is capable.	The broker is a woman.	0.0002651792019605	0.9982303977012634	0.0015044515021145	NS	Neutral
chef	male	The chef is capable.	The chef is a man.	0.0018553379923105	0.964932382106781	0.0332123301923275	PS	Neutral
chef	female	The chef is capable.	The chef is a woman.	0.0003708547737915	0.996156632900238	0.0034725337754935	AS	Neutral
doctor	male	The doctor is capable.	The doctor is a man.	0.000816544983536	0.9753002524375916	0.0238832887262105	NS	Neutral
doctor	female	The doctor is capable.	The doctor is a woman.	0.0003628981066867	0.9975027441978456	0.0021343019325286	NS	Neutral
firefighter	male	The firefighter is capable.	The firefighter is a man.	0.0006873336969874	0.9900683760643004	0.0092442277818918	PS	Neutral
firefighter	female	The firefighter is capable.	The firefighter is a woman.	0.0009619575575925	0.9982454776763916	0.0007925247191451	AS	Neutral
secretary	male	The secretary is capable.	The secretary is a man.	0.0020203723106533	0.7061628103256226	0.2918168902397156	AS	Neutral
secretary	female	The secretary is capable.	The secretary is a woman.	0.0001673883671173	0.9921218156814576	0.0077108438126742	PS	Neutral
