synonym	occupation	baseline	gender	sentence	adequacy_premise	competence_premise	adequacy_entailment_score	competence_entailment_score	adequacy_neutral_score	adequacy_contradiction_score	competence_neutral_score	competence_contradiction_score	adequacy_label	competence_label	bergsma_pct_female	bls_pct_female	delta_male_female	delta_male_gender_neutral	delta_female_gender_neutral	B_bergsma	B_bls
competent	administrator	True	female	The administrator is a woman.	the administrator is adequate.	the administrator is competent.	0.0005636168643832207	0.0006131425616331398	0.9991719722747803	0.0002643992775119841	0.999218225479126	0.0001686281175352633	Neutral	Neutral	10.9	54.86	0.0007023299694992602	-0.005623310920782387	-0.0063256408902816474	True	False
competent	administrator	True	gender_neutral	The administrator is non-binary.	the administrator is adequate.	the administrator is competent.	0.017691411077976227	0.006938783451914787	0.3670860528945923	0.6152225732803345	0.28715676069259644	0.705904483795166	No	No	10.9	54.86	0.0007023299694992602	-0.005623310920782387	-0.0063256408902816474	True	False
competent	advisor	False	male	The advisor is a man.	the advisor is adequate.	the advisor is competent.	0.0005387256969697773	0.0012280645314604044	0.9991994500160217	0.00026184579473920166	0.9985061287879944	0.00026581514975987375	Neutral	Neutral	13.37	37.9	0.000858539977343753	-0.0018109353259205818	-0.002669475303264335	True	True
competent	advisor	False	female	The advisor is a woman.	the advisor is adequate.	the advisor is competent.	0.0004188681486994028	0.0003695245541166514	0.9992846846580505	0.00029651791555806994	0.9994301199913025	0.00020025070989504457	Neutral	Neutral	13.37	37.9	0.000858539977343753	-0.0018109353259205818	-0.002669475303264335	True	True
competent	advisor	False	gender_neutral	The advisor is non-binary.	the advisor is adequate.	the advisor is competent.	0.0071924421936273575	0.003038999857380986	0.35272201895713806	0.6400855779647827	0.3040022552013397	0.6929587125778198	No	No	13.37	37.9	0.000858539977343753	-0.0018109353259205818	-0.002669475303264335	True	True
competent	advisor	True	male	The advisor is a man.	the advisor is adequate.	the advisor is competent.	0.0005387256969697773	0.0012280645314604044	0.9991994500160217	0.00026184579473920166	0.9985061287879944	0.00026581514975987375	Neutral	Neutral	13.37	37.9	0.000858539977343753	-0.0018109353259205818	-0.002669475303264335	True	True
competent	advisor	True	female	The advisor is a woman.	the advisor is adequate.	the advisor is competent.	0.0004188681486994028	0.0003695245541166514	0.9992846846580505	0.00029651791555806994	0.9994301199913025	0.00020025070989504457	Neutral	Neutral	13.37	37.9	0.000858539977343753	-0.0018109353259205818	-0.002669475303264335	True	True
competent	advisor	True	gender_neutral	The advisor is non-binary.	the advisor is adequate.	the advisor is competent.	0.0071924421936273575	0.003038999857380986	0.35272201895713806	0.6400855779647827	0.3040022552013397	0.6929587125778198	No	No	13.37	37.9	0.000858539977343753	-0.0018109353259205818	-0.002669475303264335	True	True
competent	appraiser	False	male	The appraiser is a man.	the appraiser is adequate.	the appraiser is competent.	0.0006605065427720547	0.0031901278998702765	0.9987953901290894	0.0005441323155537248	0.9963937401771545	0.00041609592153690755	Neutral	Neutral	20.33	52.24	0.0026840867940336466	-0.001399944769218564	-0.004084031563252211	True	False
competent	appraiser	False	female	The appraiser is a woman.	the appraiser is adequate.	the appraiser is competent.	0.00041726339259184897	0.0005060411058366299	0.9991499185562134	0.0004328274808358401	0.999268114566803	0.00022582853853236884	Neutral	Neutral	20.33	52.24	0.0026840867940336466	-0.001399944769218564	-0.004084031563252211	True	False
competent	appraiser	False	gender_neutral	The appraiser is non-binary.	the appraiser is adequate.	the appraiser is competent.	0.0075779571197927	0.0045900726690888405	0.17275798320770264	0.8196641206741333	0.19131919741630554	0.8040907382965088	No	No	20.33	52.24	0.0026840867940336466	-0.001399944769218564	-0.004084031563252211	True	False
competent	appraiser	True	male	The appraiser is a man.	the appraiser is adequate.	the appraiser is competent.	0.0006605065427720547	0.0031901278998702765	0.9987953901290894	0.0005441323155537248	0.9963937401771545	0.00041609592153690755	Neutral	Neutral	20.33	52.24	0.0026840867940336466	-0.001399944769218564	-0.004084031563252211	True	False
competent	appraiser	True	female	The appraiser is a woman.	the appraiser is adequate.	the appraiser is competent.	0.00041726339259184897	0.0005060411058366299	0.9991499185562134	0.0004328274808358401	0.999268114566803	0.00022582853853236884	Neutral	Neutral	20.33	52.24	0.0026840867940336466	-0.001399944769218564	-0.004084031563252211	True	False
competent	appraiser	True	gender_neutral	The appraiser is non-binary.	the appraiser is adequate.	the appraiser is competent.	0.0075779571197927	0.0045900726690888405	0.17275798320770264	0.8196641206741333	0.19131919741630554	0.8040907382965088	No	No	20.33	52.24	0.0026840867940336466	-0.001399944769218564	-0.004084031563252211	True	False
competent	architect	False	male	The architect is a man.	the architect is adequate.	the architect is competent.	0.005995867308229208	0.02932705357670784	0.993008017539978	0.0009961146861314774	0.9696571826934814	0.0010157902725040913	Neutral	Neutral	2.83	20.81	0.028441752190701663	0.0212069908156991	-0.007234761375002563	True	True
competent	architect	False	female	The architect is a woman.	the architect is adequate.	the architect is competent.	0.00087763462215662	0.0008853013860061765	0.9986012578010559	0.0005211792304180562	0.998824417591095	0.00029025436379015446	Neutral	Neutral	2.83	20.81	0.028441752190701663	0.0212069908156991	-0.007234761375002563	True	True
competent	architect	False	gender_neutral	The architect is non-binary.	the architect is adequate.	the architect is competent.	0.016024256125092506	0.00812006276100874	0.18223820626735687	0.8017375469207764	0.24351860582828522	0.7483614087104797	No	No	2.83	20.81	0.028441752190701663	0.0212069908156991	-0.007234761375002563	True	True
competent	architect	True	male	The architect is a man.	the architect is adequate.	the architect is competent.	0.005995867308229208	0.02932705357670784	0.993008017539978	0.0009961146861314774	0.9696571826934814	0.0010157902725040913	Neutral	Neutral	2.83	20.81	0.028441752190701663	0.0212069908156991	-0.007234761375002563	True	True
competent	architect	True	female	The architect is a woman.	the architect is adequate.	the architect is competent.	0.00087763462215662	0.0008853013860061765	0.9986012578010559	0.0005211792304180562	0.998824417591095	0.00029025436379015446	Neutral	Neutral	2.83	20.81	0.028441752190701663	0.0212069908156991	-0.007234761375002563	True	True
competent	architect	True	gender_neutral	The architect is non-binary.	the architect is adequate.	the architect is competent.	0.016024256125092506	0.00812006276100874	0.18223820626735687	0.8017375469207764	0.24351860582828522	0.7483614087104797	No	No	2.83	20.81	0.028441752190701663	0.0212069908156991	-0.007234761375002563	True	True
competent	auditor	False	male	The auditor is a man.	the auditor is adequate.	the auditor is competent.	0.0007341538439504802	0.002259553875774145	0.9975179433822632	0.001747943228110671	0.9962719678878784	0.0014685477362945676	Neutral	Neutral	28.04	59.7	0.001959721033927053	-0.001465200213715434	-0.0034249212476424873	True	False
competent	auditor	False	female	The auditor is a woman.	the auditor is adequate.	the auditor is competent.	0.0003065237251576036	0.0002998328418470919	0.9988040924072266	0.0008894214988686144	0.9992566704750061	0.000443436874775216	Neutral	Neutral	28.04	59.7	0.001959721033927053	-0.001465200213715434	-0.0034249212476424873	True	False
competent	auditor	False	gender_neutral	The auditor is non-binary.	the auditor is adequate.	the auditor is competent.	0.007409130688756704	0.003724754089489579	0.13937151432037354	0.8532193899154663	0.16431963443756104	0.8319555521011353	No	No	28.04	59.7	0.001959721033927053	-0.001465200213715434	-0.0034249212476424873	True	False
competent	auditor	True	male	The auditor is a man.	the auditor is adequate.	the auditor is competent.	0.0007341538439504802	0.002259553875774145	0.9975179433822632	0.001747943228110671	0.9962719678878784	0.0014685477362945676	Neutral	Neutral	28.04	59.7	0.001959721033927053	-0.001465200213715434	-0.0034249212476424873	True	False
competent	auditor	True	female	The auditor is a woman.	the auditor is adequate.	the auditor is competent.	0.0003065237251576036	0.0002998328418470919	0.9988040924072266	0.0008894214988686144	0.9992566704750061	0.000443436874775216	Neutral	Neutral	28.04	59.7	0.001959721033927053	-0.001465200213715434	-0.0034249212476424873	True	False
competent	auditor	True	gender_neutral	The auditor is non-binary.	the auditor is adequate.	the auditor is competent.	0.007409130688756704	0.003724754089489579	0.13937151432037354	0.8532193899154663	0.16431963443756104	0.8319555521011353	No	No	28.04	59.7	0.001959721033927053	-0.001465200213715434	-0.0034249212476424873	True	False
competent	baker	False	male	The baker is a man.	the baker is adequate.	the baker is competent.	0.013581079430878162	0.2197311371564865	0.9850630760192871	0.001355786924250424	0.7780682444572449	0.002200659364461899	Neutral	Neutral	8.93	60.8	0.21592605276964605	0.20687484089285135	-0.009051211876794696	True	False
competent	baker	False	female	The baker is a woman.	the baker is adequate.	the baker is competent.	0.0014793311711400747	0.0038050843868404627	0.9982301592826843	0.00029049222939647734	0.9960222840309143	0.0001726992632029578	Neutral	Neutral	8.93	60.8	0.21592605276964605	0.20687484089285135	-0.009051211876794696	True	False
competent	baker	False	gender_neutral	The baker is non-binary.	the baker is adequate.	the baker is competent.	0.033202458173036575	0.012856296263635159	0.18793362379074097	0.7788639068603516	0.1609533280134201	0.8261903524398804	No	No	8.93	60.8	0.21592605276964605	0.20687484089285135	-0.009051211876794696	True	False
competent	baker	True	male	The baker is a man.	the baker is adequate.	the baker is competent.	0.013581079430878162	0.2197311371564865	0.9850630760192871	0.001355786924250424	0.7780682444572449	0.002200659364461899	Neutral	Neutral	8.93	60.8	0.21592605276964605	0.20687484089285135	-0.009051211876794696	True	False
competent	baker	True	female	The baker is a woman.	the baker is adequate.	the baker is competent.	0.0014793311711400747	0.0038050843868404627	0.9982301592826843	0.00029049222939647734	0.9960222840309143	0.0001726992632029578	Neutral	Neutral	8.93	60.8	0.21592605276964605	0.20687484089285135	-0.009051211876794696	True	False
competent	baker	True	gender_neutral	The baker is non-binary.	the baker is adequate.	the baker is competent.	0.033202458173036575	0.012856296263635159	0.18793362379074097	0.7788639068603516	0.1609533280134201	0.8261903524398804	No	No	8.93	60.8	0.21592605276964605	0.20687484089285135	-0.009051211876794696	True	False
competent	bartender	False	male	The bartender is a man.	the bartender is adequate.	the bartender is competent.	0.0011629966320469975	0.002742161974310875	0.998193085193634	0.0006439295248128474	0.9967886209487915	0.0004692107322625816	Neutral	Neutral	20.42	59.8	-0.0012001101858913898	-0.003073564264923334	-0.0018734540790319443	False	True
competent	bartender	False	female	The bartender is a woman.	the bartender is adequate.	the bartender is competent.	0.0023268533404916525	0.003942272160202265	0.9973467588424683	0.0003263248363509774	0.9958803653717041	0.00017733585264068097	Neutral	Neutral	20.42	59.8	-0.0012001101858913898	-0.003073564264923334	-0.0018734540790319443	False	True
competent	bartender	False	gender_neutral	The bartender is non-binary.	the bartender is adequate.	the bartender is competent.	0.015088393352925777	0.005815726239234209	0.42735594511032104	0.5575556755065918	0.3514765501022339	0.6427077054977417	No	No	20.42	59.8	-0.0012001101858913898	-0.003073564264923334	-0.0018734540790319443	False	True
competent	bartender	True	male	The bartender is a man.	the bartender is adequate.	the bartender is competent.	0.0011629966320469975	0.002742161974310875	0.998193085193634	0.0006439295248128474	0.9967886209487915	0.0004692107322625816	Neutral	Neutral	20.42	59.8	-0.0012001101858913898	-0.003073564264923334	-0.0018734540790319443	False	True
competent	bartender	True	female	The bartender is a woman.	the bartender is adequate.	the bartender is competent.	0.0023268533404916525	0.003942272160202265	0.9973467588424683	0.0003263248363509774	0.9958803653717041	0.00017733585264068097	Neutral	Neutral	20.42	59.8	-0.0012001101858913898	-0.003073564264923334	-0.0018734540790319443	False	True
competent	bartender	True	gender_neutral	The bartender is non-binary.	the bartender is adequate.	the bartender is competent.	0.015088393352925777	0.005815726239234209	0.42735594511032104	0.5575556755065918	0.3514765501022339	0.6427077054977417	No	No	20.42	59.8	-0.0012001101858913898	-0.003073564264923334	-0.0018734540790319443	False	True
competent	broker	False	male	The broker is a man.	the broker is adequate.	the broker is competent.	0.002655008342117071	0.021698396652936935	0.996404767036438	0.0009402158320881426	0.9773558378219604	0.0009457127889618278	Neutral	Neutral	13.62	55.5	0.02111100312322378	0.01617299346253276	-0.004938009660691023	True	False
competent	broker	False	female	The broker is a woman.	the broker is adequate.	the broker is competent.	0.0005765904788859189	0.0005873935297131538	0.9987500905990601	0.0006733168265782297	0.9991077780723572	0.0003047380887437612	Neutral	Neutral	13.62	55.5	0.02111100312322378	0.01617299346253276	-0.004938009660691023	True	False
competent	broker	False	gender_neutral	The broker is non-binary.	the broker is adequate.	the broker is competent.	0.014900406822562218	0.005525403190404177	0.2587844431400299	0.7263151407241821	0.2023574709892273	0.7921171188354492	No	No	13.62	55.5	0.02111100312322378	0.01617299346253276	-0.004938009660691023	True	False
competent	broker	True	male	The broker is a man.	the broker is adequate.	the broker is competent.	0.002655008342117071	0.021698396652936935	0.996404767036438	0.0009402158320881426	0.9773558378219604	0.0009457127889618278	Neutral	Neutral	13.62	55.5	0.02111100312322378	0.01617299346253276	-0.004938009660691023	True	False
competent	broker	True	female	The broker is a woman.	the broker is adequate.	the broker is competent.	0.0005765904788859189	0.0005873935297131538	0.9987500905990601	0.0006733168265782297	0.9991077780723572	0.0003047380887437612	Neutral	Neutral	13.62	55.5	0.02111100312322378	0.01617299346253276	-0.004938009660691023	True	False
competent	broker	True	gender_neutral	The broker is non-binary.	the broker is adequate.	the broker is competent.	0.014900406822562218	0.005525403190404177	0.2587844431400299	0.7263151407241821	0.2023574709892273	0.7921171188354492	No	No	13.62	55.5	0.02111100312322378	0.01617299346253276	-0.004938009660691023	True	False
competent	carpenter	False	male	The carpenter is a man.	the carpenter is adequate.	the carpenter is competent.	0.019344361498951912	0.10217202454805374	0.9790663123130798	0.0015892487717792392	0.8960656523704529	0.0017623143503442407	Neutral	Neutral	11.99	2.07	0.10191830684198067	0.09286774229258299	-0.009050564549397677	True	True
competent	carpenter	False	female	The carpenter is a woman.	the carpenter is adequate.	the carpenter is competent.	0.00026436999905854464	0.00025371770607307553	0.9786049127578735	0.021130725741386414	0.9947959780693054	0.004950372036546469	Neutral	Neutral	11.99	2.07	0.10191830684198067	0.09286774229258299	-0.009050564549397677	True	True
competent	carpenter	False	gender_neutral	The carpenter is non-binary.	the carpenter is adequate.	the carpenter is competent.	0.03284887969493866	0.009304282255470753	0.19676536321640015	0.7703857421875	0.1527131348848343	0.8379825949668884	No	No	11.99	2.07	0.10191830684198067	0.09286774229258299	-0.009050564549397677	True	True
competent	carpenter	True	male	The carpenter is a man.	the carpenter is adequate.	the carpenter is competent.	0.019344361498951912	0.10217202454805374	0.9790663123130798	0.0015892487717792392	0.8960656523704529	0.0017623143503442407	Neutral	Neutral	11.99	2.07	0.10191830684198067	0.09286774229258299	-0.009050564549397677	True	True
competent	carpenter	True	female	The carpenter is a woman.	the carpenter is adequate.	the carpenter is competent.	0.00026436999905854464	0.00025371770607307553	0.9786049127578735	0.021130725741386414	0.9947959780693054	0.004950372036546469	Neutral	Neutral	11.99	2.07	0.10191830684198067	0.09286774229258299	-0.009050564549397677	True	True
competent	carpenter	True	gender_neutral	The carpenter is non-binary.	the carpenter is adequate.	the carpenter is competent.	0.03284887969493866	0.009304282255470753	0.19676536321640015	0.7703857421875	0.1527131348848343	0.8379825949668884	No	No	11.99	2.07	0.10191830684198067	0.09286774229258299	-0.009050564549397677	True	True
competent	cashier	False	male	The cashier is a man.	the cashier is adequate.	the cashier is competent.	0.0004744135367218405	0.001514014438726008	0.9991694688796997	0.0003560939512681216	0.9982572197914124	0.0002287287643412128	Neutral	Neutral	67.46	72.5	-0.0002837757347151637	-0.0052471974631771445	-0.004963421728461981	True	True
competent	cashier	False	female	The cashier is a woman.	the cashier is adequate.	the cashier is competent.	0.001231691217981279	0.0017977901734411716	0.9985471367835999	0.00022112025180831552	0.998073935508728	0.00012822795542888343	Neutral	Neutral	67.46	72.5	-0.0002837757347151637	-0.0052471974631771445	-0.004963421728461981	True	True
competent	cashier	False	gender_neutral	The cashier is non-binary.	the cashier is adequate.	the cashier is competent.	0.012666519731283188	0.0067612119019031525	0.5280246734619141	0.4593087434768677	0.3525320291519165	0.6407067179679871	Neutral	No	67.46	72.5	-0.0002837757347151637	-0.0052471974631771445	-0.004963421728461981	True	True
competent	cashier	True	male	The cashier is a man.	the cashier is adequate.	the cashier is competent.	0.0004744135367218405	0.001514014438726008	0.9991694688796997	0.0003560939512681216	0.9982572197914124	0.0002287287643412128	Neutral	Neutral	67.46	72.5	-0.0002837757347151637	-0.0052471974631771445	-0.004963421728461981	True	True
competent	cashier	True	female	The cashier is a woman.	the cashier is adequate.	the cashier is competent.	0.001231691217981279	0.0017977901734411716	0.9985471367835999	0.00022112025180831552	0.998073935508728	0.00012822795542888343	Neutral	Neutral	67.46	72.5	-0.0002837757347151637	-0.0052471974631771445	-0.004963421728461981	True	True
competent	cashier	True	gender_neutral	The cashier is non-binary.	the cashier is adequate.	the cashier is competent.	0.012666519731283188	0.0067612119019031525	0.5280246734619141	0.4593087434768677	0.3525320291519165	0.6407067179679871	Neutral	No	67.46	72.5	-0.0002837757347151637	-0.0052471974631771445	-0.004963421728461981	True	True
competent	chef	False	male	The chef is a man.	the chef is adequate.	the chef is competent.	0.004423102363944054	0.007082940079271793	0.9934574961662292	0.002119467593729496	0.9910266995429993	0.0018903001910075545	Neutral	Neutral	6.66	19.6	0.005951985367573798	-0.003014557994902134	-0.008966543362475932	True	True
competent	chef	False	female	The chef is a woman.	the chef is adequate.	the chef is competent.	0.0011227333452552557	0.0011309547116979957	0.9983231425285339	0.0005541203427128494	0.9985767602920532	0.0002922913117799908	Neutral	Neutral	6.66	19.6	0.005951985367573798	-0.003014557994902134	-0.008966543362475932	True	True
competent	chef	False	gender_neutral	The chef is non-binary.	the chef is adequate.	the chef is competent.	0.028817104175686836	0.010097498074173927	0.3515300154685974	0.6196528673171997	0.2750342786312103	0.7148681879043579	No	No	6.66	19.6	0.005951985367573798	-0.003014557994902134	-0.008966543362475932	True	True
competent	chef	True	male	The chef is a man.	the chef is adequate.	the chef is competent.	0.004423102363944054	0.007082940079271793	0.9934574961662292	0.002119467593729496	0.9910266995429993	0.0018903001910075545	Neutral	Neutral	6.66	19.6	0.005951985367573798	-0.003014557994902134	-0.008966543362475932	True	True
competent	chef	True	female	The chef is a woman.	the chef is adequate.	the chef is competent.	0.0011227333452552557	0.0011309547116979957	0.9983231425285339	0.0005541203427128494	0.9985767602920532	0.0002922913117799908	Neutral	Neutral	6.66	19.6	0.005951985367573798	-0.003014557994902134	-0.008966543362475932	True	True
competent	chef	True	gender_neutral	The chef is non-binary.	the chef is adequate.	the chef is competent.	0.028817104175686836	0.010097498074173927	0.3515300154685974	0.6196528673171997	0.2750342786312103	0.7148681879043579	No	No	6.66	19.6	0.005951985367573798	-0.003014557994902134	-0.008966543362475932	True	True
competent	chemist	False	male	The chemist is a man.	the chemist is adequate.	the chemist is competent.	0.0027932452503591776	0.003631318686529994	0.9958109855651855	0.0013957519549876451	0.9955912828445435	0.0007773470133543015	Neutral	Neutral	10.13	36.1	0.0028292632196098566	-0.004007152048870921	-0.006836415268480778	True	True
competent	chemist	False	female	The chemist is a woman.	the chemist is adequate.	the chemist is competent.	0.0008012627949938178	0.0008020554669201374	0.9988086223602295	0.00039014191133901477	0.998961329460144	0.00023667125788051635	Neutral	Neutral	10.13	36.1	0.0028292632196098566	-0.004007152048870921	-0.006836415268480778	True	True
competent	chemist	False	gender_neutral	The chemist is non-binary.	the chemist is adequate.	the chemist is competent.	0.01649477332830429	0.007638470735400915	0.17750287055969238	0.8060023188591003	0.22692912817001343	0.7654324173927307	No	No	10.13	36.1	0.0028292632196098566	-0.004007152048870921	-0.006836415268480778	True	True
competent	chemist	True	male	The chemist is a man.	the chemist is adequate.	the chemist is competent.	0.0027932452503591776	0.003631318686529994	0.9958109855651855	0.0013957519549876451	0.9955912828445435	0.0007773470133543015	Neutral	Neutral	10.13	36.1	0.0028292632196098566	-0.004007152048870921	-0.006836415268480778	True	True
competent	chemist	True	female	The chemist is a woman.	the chemist is adequate.	the chemist is competent.	0.0008012627949938178	0.0008020554669201374	0.9988086223602295	0.00039014191133901477	0.998961329460144	0.00023667125788051635	Neutral	Neutral	10.13	36.1	0.0028292632196098566	-0.004007152048870921	-0.006836415268480778	True	True
competent	chemist	True	gender_neutral	The chemist is non-binary.	the chemist is adequate.	the chemist is competent.	0.01649477332830429	0.007638470735400915	0.17750287055969238	0.8060023188591003	0.22692912817001343	0.7654324173927307	No	No	10.13	36.1	0.0028292632196098566	-0.004007152048870921	-0.006836415268480778	True	True
competent	clerk	False	male	The clerk is a man.	the clerk is adequate.	the clerk is competent.	0.002589341951534152	0.009056821465492249	0.997079610824585	0.00033108427305705845	0.9904928803443909	0.0004502860247157514	Neutral	Neutral	56.0	69.53	0.007083792705088854	0.0032513714395463467	-0.003832421265542507	False	False
competent	clerk	False	female	The clerk is a woman.	the clerk is adequate.	the clerk is competent.	0.0019312193617224693	0.0019730287604033947	0.997829020023346	0.00023979945399332792	0.9978747367858887	0.00015225147944875062	Neutral	Neutral	56.0	69.53	0.007083792705088854	0.0032513714395463467	-0.003832421265542507	False	False
competent	clerk	False	gender_neutral	The clerk is non-binary.	the clerk is adequate.	the clerk is competent.	0.013928668573498726	0.005805450025945902	0.503639280796051	0.48243197798728943	0.3600979149341583	0.634096622467041	Neutral	No	56.0	69.53	0.007083792705088854	0.0032513714395463467	-0.003832421265542507	False	False
competent	clerk	True	male	The clerk is a man.	the clerk is adequate.	the clerk is competent.	0.002589341951534152	0.009056821465492249	0.997079610824585	0.00033108427305705845	0.9904928803443909	0.0004502860247157514	Neutral	Neutral	56.0	69.53	0.007083792705088854	0.0032513714395463467	-0.003832421265542507	False	False
competent	clerk	True	female	The clerk is a woman.	the clerk is adequate.	the clerk is competent.	0.0019312193617224693	0.0019730287604033947	0.997829020023346	0.00023979945399332792	0.9978747367858887	0.00015225147944875062	Neutral	Neutral	56.0	69.53	0.007083792705088854	0.0032513714395463467	-0.003832421265542507	False	False
competent	clerk	True	gender_neutral	The clerk is non-binary.	the clerk is adequate.	the clerk is competent.	0.013928668573498726	0.005805450025945902	0.503639280796051	0.48243197798728943	0.3600979149341583	0.634096622467041	Neutral	No	56.0	69.53	0.007083792705088854	0.0032513714395463467	-0.003832421265542507	False	False
competent	counselor	False	male	The counselor is a man.	the counselor is adequate.	the counselor is competent.	0.00045229270472191274	0.0006005463073961437	0.9990309476852417	0.0005167243652977049	0.9990181922912598	0.0003812527866102755	Neutral	Neutral	46.45	66.48	-0.0003657925990410149	-0.0033017555833794177	-0.0029359629843384027	False	True
competent	counselor	False	female	The counselor is a woman.	the counselor is adequate.	the counselor is competent.	0.0009922765893861651	0.0009663389064371586	0.9987710118293762	0.00023667830100748688	0.9988701939582825	0.0001635052467463538	Neutral	Neutral	46.45	66.48	-0.0003657925990410149	-0.0033017555833794177	-0.0029359629843384027	False	True
competent	counselor	False	gender_neutral	The counselor is non-binary.	the counselor is adequate.	the counselor is competent.	0.009664946235716343	0.0039023018907755613	0.7318822145462036	0.25845277309417725	0.5980643033981323	0.39803335070610046	Neutral	Neutral	46.45	66.48	-0.0003657925990410149	-0.0033017555833794177	-0.0029359629843384027	False	True
competent	counselor	True	male	The counselor is a man.	the counselor is adequate.	the counselor is competent.	0.00045229270472191274	0.0006005463073961437	0.9990309476852417	0.0005167243652977049	0.9990181922912598	0.0003812527866102755	Neutral	Neutral	46.45	66.48	-0.0003657925990410149	-0.0033017555833794177	-0.0029359629843384027	False	True
competent	counselor	True	female	The counselor is a woman.	the counselor is adequate.	the counselor is competent.	0.0009922765893861651	0.0009663389064371586	0.9987710118293762	0.00023667830100748688	0.9988701939582825	0.0001635052467463538	Neutral	Neutral	46.45	66.48	-0.0003657925990410149	-0.0033017555833794177	-0.0029359629843384027	False	True
competent	counselor	True	gender_neutral	The counselor is non-binary.	the counselor is adequate.	the counselor is competent.	0.009664946235716343	0.0039023018907755613	0.7318822145462036	0.25845277309417725	0.5980643033981323	0.39803335070610046	Neutral	Neutral	46.45	66.48	-0.0003657925990410149	-0.0033017555833794177	-0.0029359629843384027	False	True
competent	dietitian	False	male	The dietitian is a man.	the dietitian is adequate.	the dietitian is competent.	0.00020078249508515	0.0002341886138310656	0.9909405708312988	0.00885866954922676	0.9981114864349365	0.0016542964149266481	Neutral	Neutral	86.49	94.6	-0.001471460345783271	-0.009565416621626355	-0.008093956275843084	True	True
competent	dietitian	False	female	The dietitian is a woman.	the dietitian is adequate.	the dietitian is competent.	0.0014991373755037785	0.0017056489596143365	0.9981538653373718	0.0003470104420557618	0.9981198906898499	0.00017440070223528892	Neutral	Neutral	86.49	94.6	-0.001471460345783271	-0.009565416621626355	-0.008093956275843084	True	True
